state,district,block,village,lgd_code
Madhya Pradesh,Dhar,Dhar,Mirjapur,474968
Madhya Pradesh,Dhar,Manawar,Mirjapur,475697
Madhya Pradesh,Dhar,Pithampur,Miyapura,474952
Madhya Pradesh,Dhar,Dhar,Miyapura Pahad,474924
Madhya Pradesh,Dhar,Manawar,Modkanapur,475792
Madhya Pradesh,Dhar,Kukshi,Mogara,475450
Madhya Pradesh,Dhar,Pithampur,Mograbaw,475113
Madhya Pradesh,Dhar,Pithampur,Mohanpur,474836
Madhya Pradesh,Dhar,Dhar,Mohanpur.,475091
Madhya Pradesh,Dhar,Gandhwani,Mohanpura,475297
Madhya Pradesh,Dhar,Kukshi,Molkhad,475471
Madhya Pradesh,Dhar,Dharampuri,Mondla,475859
Madhya Pradesh,Dhar,Manawar,Morad,475614
Madhya Pradesh,Dhar,Manawar,Morakhal,475751
Madhya Pradesh,Dhar,Dhar,Morda,475069
Madhya Pradesh,Dhar,Dharampuri,Morgadhi,475899
Madhya Pradesh,Dhar,Sardarpur,Morgaon,474720
Madhya Pradesh,Dhar,Gandhwani,Moripura,475299
Madhya Pradesh,Dhar,Sardarpur,Morpipli,474671
Madhya Pradesh,Dhar,Gandhwani,Motimali,475185
Madhya Pradesh,Dhar,Sardarpur,Moyakheda,474560
Madhya Pradesh,Dhar,Sardarpur,Moyal Kheda,474622
Madhya Pradesh,Dhar,Kukshi,Muhaja,475342
Madhya Pradesh,Dhar,Manawar,Muhali,475609
Madhya Pradesh,Dhar,Gandhwani,Mujalda,475257
Madhya Pradesh,Dhar,Kukshi,Mukund Pura,475357
Madhya Pradesh,Dhar,Badnawar,Multhan,474378
Madhya Pradesh,Dhar,Pithampur,Mundana,475002
Madhya Pradesh,Dhar,Badnawar,Mundla,474537
Madhya Pradesh,Dhar,Pithampur,Mundla,475024
Madhya Pradesh,Dhar,Badnawar,Mungela,474424
Madhya Pradesh,Dhar,Badnawar,Muradka,474538
Madhya Pradesh,Dhar,Dhar,Musapura,474835
Madhya Pradesh,Dhar,Dhar,Musawada,474792
Madhya Pradesh,Dhar,Dhar,Nadankheda,474848
Madhya Pradesh,Dhar,Badnawar,Nagda,474488
Madhya Pradesh,Dhar,Dharampuri,Nagjhiri,475887
Madhya Pradesh,Dhar,Badnawar,Nagjhiri,474460
Madhya Pradesh,Dhar,Badnawar,Nagora,474531
Madhya Pradesh,Dhar,Dhar,Naharchhaja,474857
Madhya Pradesh,Dhar,Badnawar,Naharkheda,474373
Madhya Pradesh,Dhar,Sardarpur,Naharkhodra,930594
Madhya Pradesh,Dhar,Sardarpur,Naharpura,930567
Madhya Pradesh,Dhar,Pithampur,Naibaroda,475029
Madhya Pradesh,Dhar,Pithampur,Naibaroda(M),475030
Madhya Pradesh,Dhar,Kukshi,Naingaon,475439
Madhya Pradesh,Dhar,Pithampur,Najikbaroda,474960
Madhya Pradesh,Dhar,Dhar,Nalawada,474847
Madhya Pradesh,Dhar,Pithampur,Nalchha,475116
Madhya Pradesh,Dhar,Dahi,Nalwanya,475544
Madhya Pradesh,Dhar,Dhar,Nanaghat,474926
Madhya Pradesh,Dhar,Dhar,Nandanwasa,474849
Madhya Pradesh,Dhar,Sardarpur,Nandlai,474557
Madhya Pradesh,Dhar,Pithampur,Nandlalpura,948878
